"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Meiri et al 2006","ES232","CC100","Greenland","Ymer","Mammals","Carnivora","Mustelidae","Mustela erminea","Mustela erminea","Mustela erminea","Carn","Male","CBL",160.081548299321,159.526887657642,7.93565190346217,7.47165126692598,12,2,-0.00347087958959369,0.00130160666057298,-24.494,73.14,2.20434127611916,3.38685552918472,1.80618675978215,0.0650081176757813,-1.86247943888737,-10.0027894973755,2.90814467669269,2.63554727975618,"","Island rule","SP56"
"Meiri et al 2006","ES233","CC101","Turkey W. of 30E","Crete","Mammals","Carnivora","Mustelidae","Mustela nivalis","Mustela nivalis","Mustela nivalis","Carn","Both","CBL",106.908665980677,125.220629464092,5.29973608888286,5.86487261500732,3,4,0.158102336188223,0.00136755623992498,24.809,35.24,2.02901291040098,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"","Island rule","SP57"
"Meiri et al 2006","ES234","CC102","Spain S. of 41N, W. of 1W","Mallorca","Mammals","Carnivora","Mustelidae","Mustela nivalis","Mustela nivalis","Mustela nivalis","Carn","Male","CBL",94.6583560180205,95.9791108695051,4.69245688271612,4.49530769299262,6,2,0.013856415583845,0.00150639320618397,2.9951,39.7104,1.97615895757438,3.56110138364906,2.24055174422073,0.4811669921875,-2.0319027889097,15.6639108657837,2.75405040052569,2.77073037583745,"","Island rule","SP57"
"Meiri et al 2006","ES235","CC103","Jutland","Sjaelland","Mammals","Carnivora","Mustelidae","Mustela nivalis","Mustela nivalis","Mustela nivalis","Carn","Male","CBL",65.1089249552884,77.391904762535,3.22761598537088,2.98009221368358,3,9,0.17282054958938,0.000983896334790331,11.781,55.511,1.81364052456145,3.84701709793535,1.62325963061961,0.558803662109375,-1.3743139075983,8.40595626831055,2.80647687771835,2.77595599324367,"","Island rule","SP57"
"Meiri et al 2006","ES236","CC104","Jutland","Fyn","Mammals","Carnivora","Mustelidae","Mustela putorius","Mustela putorius","Mustela putorius","Carn","Male","CBL",840.507282259134,757.710129072148,41.6660963439832,35.4883488857018,17,2,-0.10370471997916,0.00124137532362857,10.261,55.327,2.92454148057294,3.47494433546539,-0.186419011431808,0.561219775390625,-1.36691054740253,8.33697509765625,2.78402036105908,2.80536108157804,"","Island rule","SP58"
"Meiri et al 2006","ES237","CC104","Jutland","Sjaelland","Mammals","Carnivora","Mustelidae","Mustela putorius","Mustela putorius","Mustela putorius","Carn","Both","CBL",727.247728723009,709.36029179971,46.5756203317698,52.6446750378175,25,22,-0.0249036078390014,0.00041441652396284,11.781,55.511,2.86168237357038,3.84701709793535,1.62325963061961,0.558803662109375,-1.3743139075983,8.40595626831055,2.80647687771835,2.77595599324367,"","Island rule","SP58"
"Meiri et al 2006","ES238","CC105","South Korea","Cheju Do","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Both","CBL",382.511256410329,290.513841494749,18.9620616009572,13.6065972560194,5,3,-0.275106859058445,0.00122270111944104,126.591,33.377,2.58264421994705,3.26150077319828,1.91381914862559,0.607816064453125,-1.81743260081951,14.3664684295654,2.88354215355737,3.27150487671279,"","Island rule","SP59"
"Meiri et al 2006","ES239","CC106","Kyushu","Iki","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Male","CBL",455.070017946509,427.867596672625,46.2772624885347,20.0397407465026,5,3,-0.0616374985550229,0.00279949120962802,129.714,33.785,2.65807822318093,2.13033376849501,1.31177504563574,0.6331015625,-1.91025606303663,16.3300609588623,2.87467776420771,3.20655604409903,"","Island rule","SP59"
"Meiri et al 2006","ES240","CC107","Honshu","Kyushu","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Male","CBL",396.955432480359,455.070017946509,24.9262410546289,46.2772624885347,91,5,0.136627279077782,0.00211160779968675,131.0378,32.746,2.59874174979999,4.56489084517638,-0.045275209020937,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,"","Island rule","SP59"
"Meiri et al 2006","ES241","CC107","Honshu","Sado","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Male","CBL",396.955432480359,364.652090101211,24.9262410546289,14.151165459336,91,9,-0.0848802924159671,0.000210664116121195,138.3667,38.0167,2.59874174979999,2.9329808219232,1.49970082589721,0.593525537109375,-1.57536464650505,12.505521774292,2.91892282166791,3.35473252904253,"","Island rule","SP59"
"Meiri et al 2006","ES242","CC107","Honshu","Shikoku","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Male","CBL",396.955432480359,326.72274616261,24.9262410546289,15.6802850184118,91,5,-0.194712073441793,0.000503988574422312,134.095,33.854,2.59874174979999,4.2733485687491,0.919130413860614,0.737541748046875,-1.81844145831815,14.3960962295532,2.88501752549831,3.31499994259578,"","Island rule","SP59"
"Meiri et al 2006","ES243","CC108","China S. of 30N, E. of 110E","Taiwan","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Both","CBL",479.125197207471,478.968043987132,23.7514618243624,22.4330972992695,8,12,-0.000328054128744462,0.000489983170910158,120.66,23.776,2.68044901101764,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"","Island rule","SP59"
"Meiri et al 2006","ES244","CC106","Kyushu","Tsushima","Mammals","Carnivora","Mustelidae","Mustela sibirica","Mustela sibirica","Mustela sibirica","Carn","Male","CBL",455.070017946509,505.42285352428,46.2772624885347,23.672143043199,5,20,0.104944119910003,0.00217795981114956,129.3333,34.4167,2.65807822318093,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"","Island rule","SP59"
"Meiri et al 2006","ES245","CC109","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Male","CBL",911.454580360863,846.737247881645,34.8113343484868,13.459696136847,12,6,-0.0736513318127978,0.000163673372910387,-134.336,57.622,2.95973503175115,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"","Island rule","SP60"
"Meiri et al 2006","ES246","CC109","NW America W. of the Rockies, 55-60N","Baranof","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,792.554607306834,47.3255220568088,41.7790782633301,21,44,0.028730772241886,0.000242987419967713,-134.9478,56.9513,2.88655157912634,3.61940641088678,1.87506705394619,0.377066235351563,-1.49491484498233,4.87631893157959,2.69984283152156,3.61059875032817,"","Island rule","SP60"
"Meiri et al 2006","ES247","CC109","NW America W. of the Rockies, 55-60N","Chichagof","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,717.056041824223,47.3255220568088,39.4950296801762,21,15,-0.0713766371695072,0.000382082067643931,-135.908,57.852,2.88655157912634,3.73631680790411,0.944532020991981,0.46705810546875,-1.53866070150162,5.07158374786377,2.71570370857753,3.32315563083881,"","Island rule","SP60"
"Meiri et al 2006","ES248","CC110","Kuiu","Coronation","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",811.496671764056,695.356187256329,40.2279661607006,34.2950115298039,4,2,-0.154456071676948,0.00183059398420265,-134.258,55.873,2.90928674297005,1.95904139232109,0.939569168655902,0.70166826171875,-1.40053545093433,6.64734983444214,2.62740089598883,3.67465907837229,"","Island rule","SP60"
"Meiri et al 2006","ES249","CC109","NW America W. of the Rockies, 55-60N","Etolin","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,685.929917612984,47.3255220568088,32.1264284234908,21,3,-0.115755174661648,0.000911045989518917,-132.355,56.094,2.88655157912634,2.94890176097021,0.903144270409538,0.563492431640625,-1.54205428740776,5.29165077209473,2.71656977007112,3.50011018687228,"","Island rule","SP60"
"Meiri et al 2006","ES250","CC111","Alaska S. of 62N, 145-151W","Hinchinbrook","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",666.386703234041,689.523971793897,33.0344937698452,32.2947606706029,7,5,0.0341313260293337,0.000789790695603643,-146.585,60.416,2.82372632277794,2.64542226934909,1.00004342727686,0.394128930664063,-1.47946261653929,3.92625093460083,2.77215963312149,3.0991935874456,"","Island rule","SP60"
"Meiri et al 2006","ES251","CC109","NW America W. of the Rockies, 55-60N","Kuiu","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,811.496671764056,47.3255220568088,38.0075122427281,21,4,0.0523496493533083,0.000728242637025253,-134.0511,56.5406,2.88655157912634,3.28623185402855,1.78533695453408,0.65164267578125,-1.45541109807182,6.18198251724243,2.68341210161806,3.62171051133549,"","Island rule","SP60"
"Meiri et al 2006","ES252","CC109","NW America W. of the Rockies, 55-60N","Kupreanof","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,716.334585420239,47.3255220568088,33.5504709662756,21,6,-0.0723832803708714,0.00054543928453159,-133.4969,56.7928,2.88655157912634,3.45055700941833,0.954290761701127,0.603000244140625,-1.39296553267818,5.77403974533081,2.72822360457428,3.52261263719397,"","Island rule","SP60"
"Meiri et al 2006","ES253","CC109","NW America W. of the Rockies, 55-60N","Mitkof","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,782.106114414908,47.3255220568088,36.6309668949325,21,6,0.0154597912674294,0.00054543928453159,-132.809167,56.5983,2.88655157912634,2.73239375982297,0.845160077651946,0.577709912109375,-1.47843202534781,5.46549844741821,2.72758086715248,3.49433551915776,"","Island rule","SP60"
"Meiri et al 2006","ES254","CC112","Maine","Mount Desert Island","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",473.084516703576,431.054535998331,23.4520098372457,20.1890052347664,26,4,-0.0930394390408757,0.000642926924686065,-68.3,44.394,2.67493873452027,2.43933269383026,-0.154281982033341,0.63265224609375,-1.40574702284429,6.98371362686157,2.96030136531856,3.13619718877808,"","Island rule","SP60"
"Meiri et al 2006","ES255","CC113","Alaska 58-62N, W. of 162W","Nunivak","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",973.493915868861,751.59874198895,54.198135544974,37.2020042251743,27,21,-0.258688981282656,0.000231464279915884,-166.414,60.072,2.98833324161585,3.62417892574802,1.47713573096112,0.265962890625,-1.75130504897627,-0.810271143913269,2.90231113610864,2.85590930582328,"","Island rule","SP60"
"Meiri et al 2006","ES256","CC109","NW America W. of the Rockies, 55-60N","Prince of Wales","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,727.785600725202,47.3255220568088,34.086794305038,21,3,-0.0565241359313635,0.000911045989518917,-132.867,55.726,2.88655157912634,3.82445127003661,0.845160077651946,0.63933564453125,-1.40447162084549,6.14069986343384,2.70336968549309,3.52471611961819,"","Island rule","SP60"
"Meiri et al 2006","ES257","CC109","NW America W. of the Rockies, 55-60N","Revillagigedo","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,706.836777622827,47.3255220568088,33.105628665993,21,9,-0.0857308631747607,0.000423570382869148,-131.404,55.668,2.88655157912634,3.48058178682917,0.568319085095112,0.508264794921875,-1.53574621623173,4.88454723358154,2.75381380217385,3.45942017220757,"","Island rule","SP60"
"Meiri et al 2006","ES258","CC114","Vancouver Island","Sidney","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",705.634734918734,555.006917357029,34.9801191130197,25.9944777843516,44,3,-0.240117153598364,0.00078706428605038,-123.291,48.6,2.84857995082592,0.931457870689005,0.69028470251263,0.687801904296875,-1.59113825897559,9.9793062210083,2.61654852283431,2.82898195400792,"","Island rule","SP60"
"Meiri et al 2006","ES259","CC115","NW America W. of the Rockies, 47-55N","Vancouver Island","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",640.024383325421,705.634734918734,44.6502315126517,48.1831623897889,16,44,0.0975914563995437,0.000410151429669242,-125.415,49.552,2.8061965198307,4.49533615931354,1.00004342727686,0.642414501953125,-1.53147189003202,6.86428451538086,2.71065595970608,3.36782465258358,"","Island rule","SP60"
"Meiri et al 2006","ES260","CC109","NW America W. of the Rockies, 55-60N","Wrangell","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,877.746563735637,38.176218906597,41.1104129295732,21,6,0.130827263930704,0.00048262758819361,-135.494,56.853,2.88655157912634,2.75511226639507,0.80624782719579,0.57709013671875,-1.60569961310214,6.91128396987915,2.64343710320843,3.46584071306918,"","Island rule","SP60"
"Meiri et al 2006","ES261","CC116","Honshu","Kyushu","Mammals","Carnivora","Canidae","Nyctereutes procyonoides","Nyctereutes procyonoides","Nyctereutes procyonoides","Omn","Male","CBL",4332.10515885056,4220.00692677486,147.285287875289,68.7687661783324,41,5,-0.0262168342779486,8.13039171551567e-05,131.0378,32.746,3.63669899027882,4.56489084517638,-0.045275209020937,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,"","Island rule","SP16"
"Meiri et al 2006","ES262","CC117","Hokkaido","Okushiri","Mammals","Carnivora","Canidae","Nyctereutes procyonoides","Nyctereutes procyonoides","Nyctereutes procyonoides","Omn","Both","CBL",4472.12184575701,4275.48470328899,221.694521416287,200.24794045132,5,5,-0.0449655050015582,0.000930215755451183,139.471,42.161,3.65051362766437,2.16136800223497,1.25529663190434,0.591910546875,-1.54671563533925,8.33503150939941,2.93190196559059,3.11648487734541,"","Island rule","SP16"
"Meiri et al 2006","ES263","CC116","Honshu","Sado","Mammals","Carnivora","Canidae","Nyctereutes procyonoides","Nyctereutes procyonoides","Nyctereutes procyonoides","Omn","Both","CBL",4253.54974184018,3748.52988670576,210.859343028032,85.0019756710524,77,2,-0.126390134790604,0.00028901716147427,138.3667,38.0167,3.62875151589498,2.9329808219232,1.49970082589721,0.593525537109375,-1.57536464650505,12.505521774292,2.91892282166791,3.35473252904253,"","Island rule","SP16"
"Meiri et al 2006","ES264","CC118","China S. of 30N, E. of 110E","Taiwan","Mammals","Carnivora","Viverridae","Paguma larvata","Paguma larvata","Paguma larvata","Carn","Both","CBL",5633.76417447833,4027.42169092914,279.280103608577,188.629583522338,7,7,-0.335651418726098,0.000664439825322274,120.66,23.776,3.75079866375975,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"","Island rule","SP61"
"Meiri et al 2006","ES265","CC119","Java","Bali","Mammals","Carnivora","Felidae","Panthera tigris","Panthera tigris","Panthera tigris","Carn","Male","CBL",192193.84072032,147622.109712978,6054.19554179573,6914.07535907267,6,2,-0.263848754070871,0.00126220000782203,115.155,-8.274,5.2837394656216,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"","Island rule","SP62"
"Meiri et al 2006","ES266","CC120","Palawan","Balabac","Mammals","Carnivora","Viverridae","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Omn","Female","CBL",3049.97455334814,2863.29036366412,151.195041695452,134.105964125372,4,2,-0.0631618070738606,0.00171117975179497,117.02,7.95,3.48429621594135,2.48572142648158,-0.0963674839157623,0.787592822265625,-1.90457930182086,27.0687160491943,1.77608277190546,3.29202555956717,"","Island rule","SP63"
"Meiri et al 2006","ES267","CC121","Java","Bali","Mammals","Carnivora","Viverridae","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Omn","Male","CBL",5842.09047486642,4254.17834826831,225.505931373423,268.871570832784,16,6,-0.317187050074541,0.000758867326622438,115.155,-8.274,3.76656827849015,3.74973631556906,0.398113691730502,0.70758955078125,-1.7127583914303,23.3216743469238,1.79013910267233,3.32191741131671,"","Island rule","SP63"
