"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Kamik","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis galvagnii","","Male","SVL",53.671,69.8,8.398,3.283,70,22,53.67,49.67,8.398088018,7.035719634,70,67,69.8,NA,3.28,NA,22,NA,15.71,43.0198,-2,1.75588247480709,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.626943408203125,0.0241082534790039,15.720555305481,577.147521972656,522.5,0.5171173828125,0.0316731597900391,15.9186115264893,593.538513183594,593.75,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.626943408203125,-1.60018349560293,15.720555305481,2.76128683532199,2.71808629478309,NA,53.671,69.8,8.398,3.283
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Krpeljina","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis undescribed","","Male","SVL",53.671,59.9,8.398,2.737,70,12,53.67,49.67,8.398088018,7.035719634,70,67,59.9,NA,2.74,NA,12,NA,15.406,43.754,-1.89962945488244,1.23047446736116,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.348023657226563,0.0213229873657227,15.5128860473633,556.571228027344,712.400024414062,0.5117853515625,0.0144333038330078,15.4642705917358,598.740173339844,766.890747070312,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.348023657226563,-1.65124768654301,15.5128860473633,2.7455207517071,2.85272392567455,NA,53.671,59.9,8.398,2.737
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Lastovo","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis lissana","","Male","SVL",53.671,62.016,8.398,4.18,70,31,53.67,49.67,8.398088018,7.035719634,70,67,62.016,NA,4.18,NA,31,NA,16.873,42.751,1.72181061521255,1.70757869159253,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.627160888671875,0.0104824241638184,16.2385768890381,605.275939941406,651.299987792969,0.638012255859375,0.0118334159851074,16.3715801239014,610.878295898438,676.743103027344,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.627160888671875,-1.93996641421781,16.2385768890381,2.78195341080606,2.81378107003429,NA,53.671,62.016,8.398,4.18
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Mikavica","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis mikavicae","","Male","SVL",53.671,56.5,8.398,5.231,70,12,53.67,49.67,8.398088018,7.035719634,70,67,56.5,NA,5.23,NA,12,NA,15.615,43.679,-2.22184874961636,1.05694294567288,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.513739111328125,0.00820105438232422,15.7300939559937,585.53515625,684.890014648438,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.513739111328125,-2.0361624024167,15.7300939559937,2.76755297576536,2.83562083446118,NA,53.671,56.5,8.398,5.231
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Mrtovenjak","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis kornatica","","Male","SVL",53.671,57.4,8.398,2.959,70,38,53.67,49.67,8.398088018,7.035719634,70,67,57.4,NA,2.96,NA,38,NA,15.594,43.722,-1.04575749056068,0.954290761701127,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.501795458984375,0.013907666015625,15.6089668273926,593.7080078125,737.650024414062,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.501795458984375,-1.8265903455396,15.6089668273926,2.77357290664094,2.86785036112354,NA,53.671,57.4,8.398,2.959
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Mrvenjak","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis undescribed","","Male","SVL",53.671,59,8.398,4.64,70,26,53.67,49.67,8.398088018,7.035719634,70,67,59,NA,4.64,NA,26,NA,15.516,43.83,-0.193820026016113,0.643551368562945,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.526785595703125,0.0108038314819336,15.3282613754272,621.640197753906,758.159973144531,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.526785595703125,-1.9279769993575,15.3282613754272,2.79353908992776,2.87976085223322,NA,53.671,59,8.398,4.64
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Planac","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis var. imitans","","Male","SVL",53.671,54.8,8.398,2.619,70,14,53.67,49.67,8.398088018,7.035719634,70,67,54.8,NA,2.62,NA,14,NA,15.426,43.937,-1.30102999566398,-0.0550240915879521,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.557194873046875,0.0117080429077148,14.8561773300171,647.024291992188,800.859985351562,0.5117853515625,0.0144333038330078,15.4642705917358,598.740173339844,766.890747070312,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.557194873046875,-1.895921327481,14.8561773300171,2.81092058620211,2.90355659485528,NA,53.671,54.8,8.398,2.619
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Pod Mrcaru","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis lissana","","Male","SVL",53.671,60.8,8.398,3.447,70,15,53.67,49.67,8.398088018,7.035719634,70,67,60.8,NA,3.45,NA,15,NA,16.774,42.779,-1.83564714421556,1.49763445860728,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.710950439453125,0.0180711456298828,16.51123046875,582.622497558594,627.5,0.638012255859375,0.0118334159851074,16.3715801239014,610.878295898438,676.743103027344,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.710950439453125,-1.71962321750501,16.51123046875,2.76538725059187,2.79761373015308,NA,53.671,60.8,8.398,3.447
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Purara","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis kornatica","","Male","SVL",53.671,62.1,8.398,4.283,70,26,53.67,49.67,8.398088018,7.035719634,70,67,62.1,NA,4.28,NA,26,NA,15.437,43.696,-1.79588001734408,1.2966871237724,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.325524047851563,0.0391679870605469,15.5506963729858,555.794006347656,706.400024414062,0.5117853515625,0.0144333038330078,15.4642705917358,598.740173339844,766.890747070312,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.325524047851563,-1.39611993153448,15.5506963729858,2.74491385905853,2.84905070557927,NA,53.671,62.1,8.398,4.283
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Svetac","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis undescribed","","Male","SVL",53.671,57.8,8.398,3.67,70,17,53.67,49.67,8.398088018,7.035719634,70,67,57.8,NA,3.67,NA,17,NA,15.747,43.025,0.662757831681574,1.73480782757196,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.626943408203125,0.0241082534790039,15.720555305481,577.147521972656,522.5,0.5171173828125,0.0316731597900391,15.9186115264893,593.538513183594,593.75,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.626943408203125,-1.60018349560293,15.720555305481,2.76128683532199,2.71808629478309,NA,53.671,57.8,8.398,3.67
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Tajan","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis undescribed","","Male","SVL",53.671,63.5,8.398,2.944,70,12,53.67,49.67,8.398088018,7.035719634,70,67,63.5,NA,2.944486373,NA,12,NA,17.798,42.7578,-1.88605664769316,0.431524584187451,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.6983404296875,0.0123725547790527,16.2168025970459,619.443481445312,1012.75,0.602833154296875,0.0121772613525391,15.29736328125,660.106140136719,1018.32501220703,0.624635009765625,0.0107932968139648,15.5785579681396,647.151062011719,951.848754882812,0.6983404296875,-1.8737856143945,16.2168025970459,2.79200168711858,3.00550225185563,NA,53.671,63.5,8.398,2.944
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Veli Puh","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis thetidis","","Male","SVL",53.671,64.7,8.398,2.191,70,20,53.67,49.67,8.398088018,7.035719634,70,67,64.7,NA,2.19,NA,20,NA,15.512,43.677,-1.88605664769316,1.23327539129394,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.380555908203125,0.0181993850708008,15.7092914581299,582.792907714844,690.679992675781,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.380555908203125,-1.71671268091284,15.7092914581299,2.7655142579932,2.83927687573055,NA,53.671,64.7,8.398,2.191
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Vis","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis lissana","","Male","SVL",53.671,53.1,8.398,9.306,70,8,53.67,49.67,8.398088018,7.035719634,70,67,53.1,NA,9.31,NA,8,NA,16.1485,43.04,1.95438725014451,1.64346254670316,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.6200751953125,0.00806923599243164,15.9367341995239,589.670532226562,598.900024414062,0.554350830078125,0.0179373641967773,16.1919631958008,608.222717285156,697.08056640625,0.532419189453125,0.0137327056884766,13.2977352142334,663.295288085938,849.572387695312,0.6200751953125,-2.04242929709057,15.9367341995239,2.77060942519825,2.77735433078815,NA,53.671,53.1,8.398,9.306
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Vodeni Puh","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis undescribed","","Male","SVL",53.671,66.3,8.398,5.612,70,12,53.67,49.67,8.398088018,7.035719634,70,67,66.3,NA,5.61,NA,12,NA,15.518,43.676,-2.04575749056068,1.23047446736116,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.380555908203125,0.0181993850708008,15.7092914581299,582.792907714844,690.679992675781,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.380555908203125,-1.71671268091284,15.7092914581299,2.7655142579932,2.83927687573055,NA,53.671,66.3,8.398,5.612
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Vrtlic","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis kornatica","","Male","SVL",53.671,58.5,8.398,4.34,70,14,53.67,49.67,8.398088018,7.035719634,70,67,58.5,NA,4.34,NA,14,NA,15.546,43.692,-2.39794000867204,1.1553664066467,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.380555908203125,0.0181993850708008,15.7092914581299,582.792907714844,690.679992675781,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.380555908203125,-1.71671268091284,15.7092914581299,2.7655142579932,2.83927687573055,NA,53.671,58.5,8.398,4.34
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Zirje","Reptiles","Squamata","Lacertidae","Podarcis melisellensis","Podarcis melisellensis","Podarcis melisellensis undescribed","","Male","SVL",53.671,41,8.398,10.183,70,10,53.67,49.67,8.398088018,7.035719634,70,67,41,NA,10.18,NA,10,NA,15.6628,43.649,1.1846914308176,1.04143216468027,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.513739111328125,0.00820105438232422,15.7300939559937,585.53515625,684.890014648438,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.513739111328125,-2.0361624024167,15.7300939559937,2.76755297576536,2.83562083446118,NA,53.671,41,8.398,10.183
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Ciovo","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus campestris","","Male","SVL",73.127,70.4,6.205,3.2,76,4,73.13,68.12,6.204909782,8.039201251,76,76,70.4,NA,3.2,NA,4,NA,16.305,43.499,1.45939248775923,-0.696803942579511,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.529269677734375,0.00908219833374023,16.1834087371826,624.452331542969,751.97998046875,0.554350830078125,0.0179373641967773,16.1919631958008,608.222717285156,697.08056640625,0.532419189453125,0.0137327056884766,13.2977352142334,663.295288085938,849.572387695312,0.529269677734375,-1.99644476351345,16.1834087371826,2.79549929148839,2.87620627877291,NA,73.127,70.4,6.205,3.2
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Kopiste","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus cazzae","","Male","SVL",73.127,67.5,6.205,3.208,76,21,73.13,68.12,6.204909782,8.039201251,76,76,67.5,NA,3.21,NA,21,NA,16.722,42.752,-0.151810883008601,1.76343548133428,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.710950439453125,0.0180711456298828,16.51123046875,582.622497558594,627.5,0.638012255859375,0.0118334159851074,16.3715801239014,610.878295898438,676.743103027344,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.710950439453125,-1.71962321750501,16.51123046875,2.76538725059187,2.79761373015308,NA,73.127,67.5,6.205,3.208
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Murter","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus undescribed","","Male","SVL",73.127,71.6,6.205,9.735,76,13,73.13,68.12,6.204909782,8.039201251,76,76,71.6,NA,9.73,NA,13,NA,15.616,43.797,1.26951294421792,-1.38721614328026,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.543253271484375,0.00985738906860352,15.5757465362549,600.371398925781,715.299987792969,0.506189208984375,0.00984045867919922,15.0510482788086,645.259399414062,745.891296386719,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.543253271484375,-1.96427459918788,15.5757465362549,2.77841999472284,2.85448821763293,NA,73.127,71.6,6.205,9.735
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Palagruza","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus pelagosae","","Male","SVL",73.127,64.5,6.205,5.265,76,12,73.13,68.12,6.204909782,8.039201251,76,76,64.5,NA,5.27,NA,12,NA,16.259,42.392,-0.522878745280338,1.9609509472886,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",NA,NA,17.2002773284912,586.538208007812,434,NA,NA,17.2002773284912,586.538208007812,434,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.62523525390625,-1.88001087653123,17.2002773284912,2.7682963079886,2.63748972951251,NA,73.127,64.5,6.205,5.265
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Pod Kopiste","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus cazzae","","Male","SVL",73.127,58.1,6.205,3.097,76,18,73.13,68.12,6.204909782,8.039201251,76,76,58.1,NA,3.1,NA,18,NA,16.724,42.763,-1.47366072261016,1.55146219708474,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.710950439453125,0.0180711456298828,16.51123046875,582.622497558594,627.5,0.638012255859375,0.0118334159851074,16.3715801239014,610.878295898438,676.743103027344,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.710950439453125,-1.71962321750501,16.51123046875,2.76538725059187,2.79761373015308,NA,73.127,58.1,6.205,3.097
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Susac","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus cazzae","","Male","SVL",73.127,63.4,6.205,4.895,76,26,73.13,68.12,6.204909782,8.039201251,76,76,63.4,NA,4.9,NA,26,NA,16.513,42.767,0.603144372620182,1.67487032234227,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.54599423828125,0.0180375778198242,NA,NA,NA,0.638012255859375,0.0118334159851074,16.3715801239014,610.878295898438,676.743103027344,0.62523525390625,0.0121822372436523,16.4580402374268,606.61865234375,637.978759765625,0.54599423828125,-1.7203883083886,16.4580402374268,2.78291575989061,2.80480621999054,NA,73.127,63.4,6.205,4.895
"Clover 1979, Stamenkovic and Matic 2013","Croatia, Montenegro","Sveta Katarina","Reptiles","Squamata","Lacertidae","Podarcis siculus","Podarcis siculus","Podarcis siculus campestris","","Male","SVL",73.127,69,6.205,4.444,76,11,73.13,68.12,6.204909782,8.039201251,76,76,69,NA,4.44,NA,11,NA,15.43,43.932,-1.30102999566398,-0.0963674839157623,"LOG10(Weight, g)= LOG10(SVL, mm)*2.951-4.543, Feldman et al 2015","","Island rule","No",0.557194873046875,0.0117080429077148,14.8561773300171,647.024291992188,800.859985351562,0.5117853515625,0.0144333038330078,15.4642705917358,598.740173339844,766.890747070312,0.509038671875,0.0131686111450195,15.2380743026733,626.622802734375,745.06787109375,0.557194873046875,-1.895921327481,14.8561773300171,2.81092058620211,2.90355659485528,NA,73.127,69,6.205,4.444
"Cruz-Elisalde et al. 2014, Aguilar-Moreno et al. 2010","Mexico","Isabel","Reptiles","Squamata","Teiidae","Aspidoscelis costata","Aspidoscelis costata","Aspidoscelis costata","","Both","SVL",95.5721518987342,67.8027777777778,13.985635822249,8.14848656722726,158,108,101.8,89.5,14.5,10.4,78,80,67.9,67.6,9.39840412,4.673703029,73,35,-105.884213,21.848514,0.287801729930226,1.45486009814405,"LOG10(Weight, g)= LOG10(SVL, mm)*3.110-4.747, Feldman et al 2015","","Island rule","No",0.41019375,0.0309611755371094,NA,NA,NA,0.51407060546875,0.0181488708496094,25.6160335540771,258.487854003906,1121.03747558594,0.614858447265625,0.0155844177246094,25.236198425293,260.462677001953,1378.87548828125,0.41019375,-1.49537725564431,25.236198425293,2.41574549986821,3.13952505138704,NA,95.5721518987342,67.8027777777778,13.985635822249,8.14848656722726
