"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type"
"Reynolds et al. 2012","ES161","CC74","Middle Caicos","Big Ambergris Cay","Reptiles","Squamata","Leiocephalidae","Leiocephalus psammodromus","Leiocephalus psammodromus","Leiocephalus psammodromus","Omnivorous","Both","SVL",10.871470770424,14.699107316395,2.01668838517529,2.36619728232332,34,33,0.301644767717946,0.00179734340496162,-71.6316,21.2988,1.03628830252881,0.648360010980932,1.6211866714709,0.2335984375,-1.89218797782415,26.4890460968018,2.1644876404794,2.91444894715429,"Conspecific","No island rule"
"Reynolds et al. 2012","ES162","CC74","Middle Caicos","Little Ambergris Cay","Reptiles","Squamata","Leiocephalidae","Leiocephalus psammodromus","Leiocephalus psammodromus","Leiocephalus psammodromus","Omnivorous","Both","SVL",10.871470770424,14.0215502123849,2.01668838517529,2.70076156406835,34,15,0.2544534495437,0.00348546728923493,-71.6947,21.2966,1.03628830252881,0.819543935541869,1.63949645003697,0.2335984375,-1.89218797782415,26.4890460968018,2.1644876404794,2.91444894715429,"Conspecific","No island rule"
"Reynolds et al. 2012","ES163","CC74","Middle Caicos","Big Sand Cay","Reptiles","Squamata","Leiocephalidae","Leiocephalus psammodromus","Leiocephalus psammodromus","Leiocephalus psammodromus","Omnivorous","Both","Weight",17.2181818181818,24.9,9.47614367131391,8.41083220073651,33,10,0.368901895517056,0.0205883961185121,-71.248,21.1968,1.23598728950903,-0.346787486224656,1.84261547942898,0.308512573242188,-1.80722846511937,26.3536071777344,2.19481978745305,2.88416145819543,"Conspecific","No island rule"
"Reynolds et al. 2012","ES164","CC74","Middle Caicos","Gibbs Cay","Reptiles","Squamata","Leiocephalidae","Leiocephalus psammodromus","Leiocephalus psammodromus","Leiocephalus psammodromus","Omnivorous","Both","Weight",17.2181818181818,18.5,9.47614367131391,8.78444895219607,33,16,0.0718048241306727,0.0232703362774844,-71.1123,21.4419,1.23598728950903,-1.22184874961636,1.80754179272773,0.344178442382813,-1.99656926982586,26.3933353424072,2.17062782649852,2.86325146628371,"Conspecific","No island rule"
"Reynolds et al. 2012","ES165","CC74","Middle Caicos","Long Cay (Caicos)","Reptiles","Squamata","Leiocephalidae","Leiocephalus psammodromus","Leiocephalus psammodromus","Leiocephalus psammodromus","Omnivorous","Both","Weight",17.2181818181818,12.3636363636364,9.47614367131391,5.54961993205097,33,11,-0.331206295015922,0.027495016243138,-71.5595,21.4667,1.23598728950903,0,1.46836210208209,0.26448330078125,-1.8129587393944,26.3962955474854,2.18650675528766,2.87157293554588,"Conspecific","No island rule"
"Reynolds et al. 2012","ES166","CC74","Middle Caicos","Long Cay (Turks)","Reptiles","Squamata","Leiocephalidae","Leiocephalus psammodromus","Leiocephalus psammodromus","Leiocephalus psammodromus","Omnivorous","Both","Weight",17.2181818181818,24.5666666666667,9.47614367131391,10.7267230363372,33,24,0.355424602573576,0.0171224031636295,-71.0983,21.4141,1.23598728950903,-0.638272163982407,1.80754179272773,0.308512573242188,-1.80722846511937,26.5332164764404,2.16423214940765,2.87508441242363,"Conspecific","No island rule"
"Schwartz 1959","ES167","CC75","Cuba","Isla de Pinos (Isla de la Juventud)","Reptiles","Squamata","Leiocephalidae","Leiocephalus stictigaster","Leiocephalus stictigaster","Leiocephalus stictigaster","Omnivorous","Both","SVL",6.90049601612783,5.19269087634041,0.78864220569044,0.6487110267232,116,60,-0.284341259314567,0.000372716369132103,-82.81558556,21.69109755,0.838880309479986,3.34242268082221,1.72754938980787,0.628123974609375,-1.85326731054213,25.5641765594482,2.28964168485232,3.11579616479227,"Conspecific","No island rule"
"Qualls et al. 1995","ES168","CC76","Eyre Peninsula, Australia","Kangaroo","Reptiles","Squamata","Scincidae","Lerista bougainvillii","Lerista bougainvillii","Lerista bougainvillii","Carnivorous","Both","SVL",3.06281151741012,2.90220093484876,0.32478968291171,0.396597477999316,61,35,-0.0538638984762911,0.000717898327636939,137.207,-35.819,0.486120271547883,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"Conspecific","No island rule"
"Qualls et al. 1995","ES169","CC77","Victoria, Australi","Tasmania","Reptiles","Squamata","Scincidae","Lerista bougainvillii","Lerista bougainvillii","Lerista bougainvillii","Carnivorous","Both","SVL",3.31581105723475,5.65497270021836,0.414554543023726,0.559480737882147,87,31,0.533833025480166,0.000495418496926834,146.5,-42.1,0.520589775455378,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule"
"Donoso-Barros 1966","ES170","CC78","Chile","Chiloe","Reptiles","Squamata","Liolaemidae","Liolaemus pictus","Liolaemus pictus","Liolaemus pictus","Carnivorous","Female","SVL",7.20717536735068,7.46512462523903,3.213050856772,1.96366454725639,3,3,0.0351650168927607,0.0893139207916503,-73.75,-43.3333,0.857765089583531,3.92396896487547,0.361916618668643,0.7480259765625,-1.70512895360066,9.53515815734863,2.44783925331894,3.38479738837593,"Conspecific","No island rule"
"Vences et al. 2004","ES171","CC79","Madagascar","Nosy Be","Reptiles","Squamata","Lamprophiidae","Lycodryas granuliceps","Lycodryas granuliceps","Lycodryas granuliceps","Carnivorous","Both","SVL",89.7922565955582,86.8277201524106,37.1460144494916,25.5707287143146,5,4,-0.0335728148646205,0.0559101208753294,48.26,-13.326,1.95323888607911,2.50517712087683,1.07994059715236,0.71289697265625,-1.828679778872,25.7866973876953,2.134027409339,3.3305050774476,"Conspecific","No island rule"
"Vanzolini and Reboucas-Spieker 1976","ES172","CC80","Sao Paulo, Brazil","Ilha da Queimada Grande","Reptiles","Squamata","Scincidae","Mabuya macrorhyncha","Mabuya macrorhyncha","Mabuya macrorhyncha","Omnivorous","Female","SVL",12.737779044283,8.50301253862325,5.67866463427688,2.23667589024831,54,73,-0.404151788598483,0.0046283832470484,-46.675,-24.486,1.10509371113145,-0.366531544420413,1.53908865047503,0.5972248046875,-1.89856266674043,21.7963943481445,2.39158378021572,3.34606980402498,"Conspecific","Island rule"
"Vrcibradic and Rocha 2005, Rocha and Vrcibradic 1999","ES173","CC81","Barra da Marica (Brazil)","Ilha da Queimada Grande","Reptiles","Squamata","Scincidae","Mabuya macrorhyncha","Mabuya macrorhyncha","Mabuya macrorhyncha","Omnivorous","Both","SVL",5.91749681676173,5.9359060370942,0.379046402546521,0.601552325666775,93,19,0.00310615193978148,0.000584648238521379,-46.675,-24.486,0.772138032978275,-0.366531544420413,1.53908865047503,0.5972248046875,-1.89856266674043,21.7963943481445,2.39158378021572,3.34606980402498,"Conspecific","No island rule"
"Yasukawa et al 1996","ES174","CC82","China","Honshu","Reptiles","Testudines","Geoemydidae","Mauremys mutica","Mauremys mutica","Mauremys mutica","Omnivorous","Both","SCL",526.435513369757,598.288806267629,72.8269138604373,38.4893806162849,43,58,0.127944748647189,0.000516422857992144,138.027,35.944,2.72134517912467,5.35785864830179,2.23804861349427,0.664703369140625,-2.02160471192796,9.9694299697876,2.90812974214736,3.22694510136369,"Conspecific","No island rule"
"Yasukawa et al 1996","ES175","CC82","China","Ishigakijima","Reptiles","Testudines","Geoemydidae","Mauremys mutica","Mauremys mutica","Mauremys mutica","Omnivorous","Both","SCL",526.435513369757,484.18626567351,72.8269138604373,50.8430209595002,43,59,-0.0836591632285631,0.000631956460326498,124.197,24.414,2.72134517912467,2.34740808371225,2.66931781053189,0.6272091796875,-1.77575586272411,23.1909770965576,2.59989795716094,3.33041174194912,"Conspecific","No island rule"
"Yasukawa et al 1996","ES176","CC82","China","Taiwan","Reptiles","Testudines","Geoemydidae","Mauremys mutica","Mauremys mutica","Mauremys mutica","Omnivorous","Both","SCL",526.435513369757,749.877132391075,72.8269138604373,72.6170842406423,43,46,0.353780527287585,0.000648930135674288,120.66,23.776,2.72134517912467,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"Conspecific","No island rule"
"Yabe 1994, Takenaka and Hasegawa 2001","ES177","CC83","Honshu","Ishima","Reptiles","Testudines","Geoemydidae","Mauremys reevesii","Chinemys reevesii","Chinemys reevesii","Omnivorous","Both","SCL",798.871691481234,443.191754989514,138.432052352825,65.9350091991617,74,765,-0.589197814592447,0.000434709691182349,134.8127,33.846,2.90247703193428,0.278753600952829,0.778223626766096,0.681656201171875,-1.27819481704345,14.3960962295532,2.88501752549831,3.31499994259578,"Conspecific","No island rule"
"Ayaz and Budak 2008, Bayrakci et al. 2016","ES178","CC84","W Turkey","Imbros (Gökçeada)","Reptiles","Testudines","Geoemydidae","Mauremys rivulata","Mauremys rivulata","Mauremys rivulata","Omnivorous","Both","SCL",590.061469626494,740.219623696961,119.970539707069,103.543367025891,79,72,0.226720213664398,0.000795035495919957,25.846,40.161,2.77089725660658,2.4456042032736,1.25287729256376,0.45308828125,-1.98030458308905,14.751148223877,2.83184802921775,2.81670519175169,"Conspecific","No island rule"
"Auer and Taskavak 2004, Bayrakci et al. 2016","ES179","CC85","W Turkey","Imbros (Gökçeada)","Reptiles","Testudines","Geoemydidae","Mauremys rivulata","Mauremys rivulata","Mauremys rivulata","Omnivorous","Both","Weight",440.789473684211,607.333333333333,202.376242204972,234.629937573264,57,72,0.320510411624966,0.00577103499078904,25.846,40.161,2.64423121475605,2.4456042032736,1.25287729256376,0.45308828125,-1.98030458308905,14.751148223877,2.83184802921775,2.81670519175169,"Conspecific","No island rule"
"McCord and Iverson 1994","ES180","CC86","Mainland Asia (China and Laos)","Hainan","Reptiles","Testudines","Geoemydidae","Mauremys sinensis","Ocadia sinensis","Ocadia sinensis","Omnivorous","Both","SCL",1165.51336561111,409.890922998169,352.911665026962,90.026166267203,9,16,-1.0450258432807,0.0132021596107772,109.842,19.229,3.06651725818939,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"Conspecific","No island rule"
"McCord and Iverson 1994","ES181","CC86","Mainland Asia (China and Laos)","Taiwan","Reptiles","Testudines","Geoemydidae","Mauremys sinensis","Ocadia sinensis","Ocadia sinensis","Omnivorous","Both","SCL",1165.51336561111,1172.05198608377,352.911665026962,136.258357093459,9,13,0.00559439976413499,0.0112268588360223,120.66,23.776,3.06651725818939,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"Conspecific","No island rule"
"Valakos and Polymeni 1990, Ajtic 2014","ES182","CC87","Mainland Greece","Antikythera","Reptiles","Squamata","Gekkonidae","Mediodactylus kotschyi","Mediodactylus kotschyi","Cyrtodactylus kotschyi","Carnivorous","Both","SVL",1.6206358322241,1.01822179507451,0.166713415616649,0.196471597249909,29,34,-0.464760793516336,0.00145995343439261,23.3106,35.8615,0.209685436919092,1.31026836663245,1.77815848856469,0.450266015625,-1.89585320333678,18.1774253845215,2.71571962360161,2.70600047954077,"Conspecific","No island rule"
"Hervias-Parejo et al. 2019","ES183","CC88","Isabela","Fernandina","Reptiles","Squamata","Tropiduridae","Microlophus albemarlensis","Microlophus albemarlensis","Microlophus albemarlensis","Omnivorous","Both","SVL",13.4868498556222,15.3541125396737,2.32691805959127,3.09985520845223,34,31,0.129668230096886,0.00219034852951909,-91.4999,-0.3951,1.12991052268291,2.80753502806885,0.623352681537992,0.110481958007813,-2.30605564157084,23.619384765625,2.11392051470688,2.47700544685732,"Conspecific","No island rule"
"Hervias-Parejo et al. 2019","ES184","CC89","Santa Cruz","Santa Fe","Reptiles","Squamata","Tropiduridae","Microlophus indefatigabilis","Microlophus indefatigabilis","Microlophus indefatigabilis","Carnivorous","Both","SVL",13.6452916800822,20.8005461683264,1.91734475476618,5.00391566649758,51,2,0.42158471418897,0.0293232698386129,-90.0586,-0.8199,1.13498282353074,1.38021124171161,1.24306286480481,0.315576879882813,-1.44878669567794,23.6355476379395,2.25333496556319,2.58262007414883,"Conspecific","No island rule"
"Ji and Wang 2005","ES185","CC90","Mainland China","Zhoushan","Reptiles","Squamata","Elapidae","Naja atra","Naja atra","Naja atra","Carnivorous","Female","SVL",276.934519465853,350.380838266109,25.558185318098,30.014166665382,118,34,0.235239585830962,0.000288001792393418,122.121,30.059,2.44237709326511,2.67089495352021,0.954290761701127,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,"Conspecific","No island rule"
"Madsen and Shine 1993","ES186","CC91","Maryd (Sweden)","Hallands Vadero","Reptiles","Squamata","Natricidae","Natrix natrix","Natrix natrix","Natrix natrix","Carnivorous","Both","SVL",125.499619546233,95.7887019460971,55.9493337617799,25.1967498845658,85,50,-0.270157982797853,0.00372207852048217,12.554,56.443,2.09864240924955,0.414973347970818,0.447313108823568,0.528862060546875,-1.42829667576094,7.93940591812134,2.78598541566068,2.83808681945738,"Conspecific","Island rule"
"Faraone et al. 2010","ES187","CC92","Italy","Sicily","Reptiles","Squamata","Natricidae","Natrix natrix","Natrix natrix","Natrix natrix","Carnivorous","Both","SVL",237.002335839248,213.60113469432,45.3313296220251,46.9352074040042,336,59,-0.103959577637112,0.000927229702141344,14.275,37.481,2.37475262633541,4.40585839931764,0.491501766237326,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,"Conspecific","No island rule"
"Luiselli et al. 2005","ES188","CC93","Italy","Sicily","Reptiles","Squamata","Natricidae","Natrix natrix","Natrix natrix","Natrix natrix","Carnivorous","Both","SVL",237.002335839248,84.8120841522448,45.3313296220251,17.7981277755355,336,18,-1.02763196250759,0.00255546807448845,14.275,37.481,2.37475262633541,4.40585839931764,0.491501766237326,0.48783291015625,-1.7491542292963,15.4296607971191,2.76987076537853,2.70918266471766,"Conspecific","No island rule"
"King 1989","ES189","CC94","Ohio","Johnson Island","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","Carnivorous","Both","SVL",171.534718329203,228.349351094936,26.8516359958931,27.2427000825868,40,47,0.286091012559132,0.000915433411885577,-82.735,41.496,2.23435203372463,-0.568636235841013,0.000434077479318593,0.308115771484375,-1.58439677215487,9.90951061248779,2.99034302870789,2.94593611689901,"Conspecific","No island rule"
"King 1989","ES190","CC94","Ohio","Kelleys Island ","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","Carnivorous","Both","SVL",171.534718329203,231.298902032195,26.8516359958931,28.0389865845124,40,106,0.298925136928335,0.000751235231383166,-82.7,41.602,2.23435203372463,1.06781451116184,0.699056854547668,0.201251379394531,-1.26968668244387,10.1200485229492,2.97527009831895,2.94877961373782,"Conspecific","No island rule"
"King 1989","ES191","CC94","Ohio","Middle Bass Island","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","Carnivorous","Both","SVL",171.534718329203,178.277860933156,26.8516359958931,24.2146709777416,40,101,0.0385576642954603,0.000795259580068844,-82.811,41.684,2.23435203372463,0.477121254719662,1.06822297934645,0.223713354492188,-1.26651889161272,10.0063180923462,2.9836127167514,2.9467714938316,"Conspecific","No island rule"
"King 1989","ES192","CC94","Ohio","Middle Island ","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","Carnivorous","Both","SVL",171.534718329203,239.585083383794,26.8516359958931,27.5134947741589,40,27,0.334122922619944,0.00110103723870518,-82.683,41.682,2.23435203372463,-0.677780705266081,1.23047446736116,0.201251379394531,-1.26968668244387,10.1200485229492,2.97527009831895,2.94877961373782,"Conspecific","No island rule"
"King 1989","ES193","CC94","Ohio","North Bass Island","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","Carnivorous","Both","SVL",171.534718329203,172.904407566495,26.8516359958931,23.4642457147349,40,224,0.00795319900729166,0.000694816012722238,-82.817,41.716,2.23435203372463,0.450249108319361,1.19868457307714,0.161128356933594,-1.21514733993359,10.0172605514526,2.98106569127753,2.95077849108473,"Conspecific","No island rule"
"King 1989","ES194","CC94","Ohio","Pelee","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon","Carnivorous","Both","SVL",171.534718329203,160.340002618144,26.8516359958931,26.341537698559,40,166,-0.0674891084117628,0.000775189346730232,-82.656,41.777,2.23435203372463,1.61182947949837,1.32016706525423,0.277822705078125,-1.2817043358803,9.99574756622314,2.97783999829059,2.95361474758966,"Conspecific","No island rule"
"King 1989, Bishop et al. 2006","ES195","CC95","Ohio","Pelee","Reptiles","Squamata","Natricidae","Nerodia sipedon","Nerodia sipedon","Nerodia sipedon insularis","Carnivorous","Female","SVL",250.4138435281,285.029628629769,10.5170243627541,27.6966059800145,22,29,0.129478211616526,0.000405769399544857,-82.656,41.777,2.39865833412975,1.61182947949837,1.32016706525423,0.277822705078125,-1.2817043358803,9.99574756622314,2.97783999829059,2.95361474758966,"Conspecific","No island rule"
